factor_set,strategy,date,strategy_total_return,benchmark_total_return,cumulative_return_spread,geometric_excess_return,annualized_mean_daily_excess,annualized_tracking_error,information_ratio,beta,correlation
required_4,adaptive_close,2025-07-01,-0.0054494376,0.0616777432,-0.0671271808,-0.0632274541,-0.3103506508,0.2811490039,-1.1038653759,0.0919682104,0.2315723840
required_4,adaptive_close,2025-07-02,0.0000146033,0.0595519180,-0.0595373147,-0.0561910311,-0.2788558441,0.2815691960,-0.9903634633,0.0913913756,0.2289838930
required_4,adaptive_close,2025-07-03,-0.0038051825,0.0692809990,-0.0730861815,-0.0683507717,-0.3332785991,0.2816579685,-1.1832741705,0.0908948976,0.2270364129
required_4,adaptive_close,2025-07-04,-0.0061121804,0.1971860241,-0.2032982045,-0.1698133794,-0.7877342033,0.1455621698,-5.4116684589,0.3237426845,0.4320315184
required_4,adaptive_close,2025-07-07,-0.0017623509,0.2108961310,-0.2126584819,-0.1756207460,-0.8174316935,0.1455527835,-5.6160498867,0.3271903839,0.4372414606
required_4,adaptive_close,2025-07-08,0.0014334072,0.1993574216,-0.1979240144,-0.1650250466,-0.7631860816,0.1417756436,-5.3830549600,0.3450334655,0.4509133306
required_4,adaptive_close,2025-07-09,0.0002628817,0.1697054557,-0.1694425740,-0.1448591807,-0.6615070883,0.1330786002,-4.9707998681,0.3864234005,0.4774824813
required_4,adaptive_close,2025-07-10,0.0046530255,0.1668318068,-0.1621787813,-0.1389907100,-0.6326881432,0.1329711810,-4.7580847103,0.3888160364,0.4783286416
required_4,adaptive_close,2025-07-11,0.0093080853,0.1439594349,-0.1346513496,-0.1177064024,-0.5292557752,0.1286817338,-4.1129052242,0.4134496947,0.4904783222
required_4,adaptive_close,2025-07-14,0.0232062677,0.1466755534,-0.1234692857,-0.1076758681,-0.4814254956,0.1303813294,-3.6924419928,0.4225578121,0.4878455289
required_4,adaptive_close,2025-07-15,0.0005742650,0.1492337297,-0.1486594647,-0.1293552920,-0.5835675728,0.1276003226,-4.5734020177,0.4984012228,0.5322902074
required_4,adaptive_close,2025-07-16,0.0096733073,0.1464117781,-0.1367384708,-0.1192751796,-0.5349841917,0.1278377509,-4.1848686152,0.5060876336,0.5336895433
required_4,adaptive_close,2025-07-17,0.0155163877,0.1535269945,-0.1380106068,-0.1196422862,-0.5367098012,0.1277924613,-4.1998549502,0.5099791081,0.5351798601
required_4,adaptive_close,2025-07-18,0.0158332389,0.1402160205,-0.1243827816,-0.1090870320,-0.4863151633,0.1258773697,-3.8634042361,0.5237724482,0.5427483763
required_4,adaptive_close,2025-07-21,0.0434156103,0.1527160886,-0.1093004783,-0.0948199469,-0.4185254237,0.1287912439,-3.2496419087,0.5841379116,0.5680049073
required_4,adaptive_close,2025-07-22,0.0497920901,0.1490161007,-0.0992240106,-0.0863556312,-0.3792936529,0.1288042032,-2.9447303997,0.5874946675,0.5686357825
required_4,adaptive_close,2025-07-23,0.0402367985,0.1477044190,-0.1074676205,-0.0936370190,-0.4127531570,0.1280417862,-3.2235816853,0.6034529003,0.5793186886
required_4,adaptive_close,2025-07-24,0.0484310350,0.1579612384,-0.1095302034,-0.0945888340,-0.4172853161,0.1280806753,-3.2579881010,0.6070422981,0.5847487938
required_4,adaptive_close,2025-07-25,0.0495131521,0.1757635647,-0.1262504125,-0.1073773813,-0.4766541801,0.1241923573,-3.8380315059,0.6409040032,0.5993643730
required_4,adaptive_close,2025-07-28,0.0519255106,0.1696232788,-0.1176977682,-0.1006287839,-0.4448797185,0.1234371084,-3.6041002915,0.6474616874,0.6029915218
required_4,adaptive_close,2025-07-29,0.0486257675,0.1619818000,-0.1133560325,-0.0975540516,-0.4304730175,0.1232336016,-3.4931464454,0.6503669482,0.6054185909
required_4,adaptive_close,2025-07-30,0.0413206210,0.1332152259,-0.0918946049,-0.0810919257,-0.3533573371,0.1151261638,-3.0693052328,0.7347883470,0.6456457450
required_4,adaptive_close,2025-07-31,0.0275859561,0.1099932111,-0.0824072550,-0.0742412244,-0.3221163469,0.1146921939,-2.8085289503,0.7478442800,0.6642852343
required_4,adaptive_close,2025-08-01,0.0382409758,0.1066597539,-0.0684187781,-0.0618245833,-0.2658070090,0.1136358552,-2.3391121457,0.7707545405,0.6741036907
required_4,adaptive_close,2025-08-04,0.0655125984,0.1255719208,-0.0600593225,-0.0533589381,-0.2277922097,0.1148301128,-1.9837323521,0.7795158107,0.6705525710
required_4,adaptive_close,2025-08-05,0.0829512855,0.1277240844,-0.0447727989,-0.0397019089,-0.1672045124,0.1139221237,-1.4677088791,0.8094795771,0.6859056502
required_4,adaptive_close,2025-08-06,0.1140470875,0.1331987821,-0.0191516946,-0.0169005605,-0.0695303570,0.1072766593,-0.6481405877,0.7907690210,0.7016268887
required_4,adaptive_close,2025-08-07,0.1274850413,0.1314230638,-0.0039380225,-0.0034805924,-0.0128009948,0.1049827869,-0.1219342252,0.7858783579,0.7085264668
required_4,adaptive_close,2025-08-08,0.1574777258,0.1408846703,0.0165930555,0.0145440253,0.0625592033,0.1057818441,0.5913983049,0.7721933776,0.6987503934
required_4,adaptive_close,2025-08-11,0.1825824438,0.1517077591,0.0308746847,0.0268077422,0.1124743133,0.1006667529,1.1172935452,0.7669329653,0.7206106440
required_4,adaptive_close,2025-08-12,0.1624645251,0.1378864252,0.0245780999,0.0215997831,0.0908536016,0.1002059211,0.9066689930,0.7558303029,0.7170330584
required_4,adaptive_close,2025-08-13,0.1593213954,0.1280389981,0.0312823973,0.0277316629,0.1162369736,0.0980765309,1.1851660379,0.7764107217,0.7277084204
required_4,adaptive_close,2025-08-14,0.1289541887,0.1126683293,0.0162858594,0.0146367601,0.0631092966,0.0984608270,0.6409584248,0.8433584975,0.7630659184
required_4,adaptive_close,2025-08-15,0.1470160310,0.1388235116,0.0081925195,0.0071938447,0.0317769665,0.1004112319,0.3164682466,0.8095617542,0.7440322464
required_4,adaptive_close,2025-08-18,0.1683286952,0.1617647826,0.0065639125,0.0056499497,0.0251987522,0.1005374807,0.2506403782,0.7962997724,0.7350165949
required_4,adaptive_close,2025-08-19,0.1716943481,0.1594273382,0.0122670099,0.0105802317,0.0458460668,0.0996217803,0.4602012402,0.8036981323,0.7395770630
required_4,adaptive_close,2025-08-20,0.1788720036,0.1611585420,0.0177134616,0.0152549897,0.0653368082,0.0991995067,0.6586404547,0.8100208076,0.7436749254
required_4,adaptive_close,2025-08-21,0.1843730256,0.1627507952,0.0216222304,0.0185957563,0.0792203475,0.0998430560,0.7934487449,0.8085823500,0.7405728603
required_4,adaptive_close,2025-08-22,0.1728190038,0.1508595328,0.0219594710,0.0190809307,0.0814037209,0.0997439272,0.8161270878,0.8166618011,0.7395981797
required_4,adaptive_close,2025-08-25,0.1808437480,0.1729670849,0.0078766631,0.0067151612,0.0303843044,0.0983035802,0.3090864481,0.8386075844,0.7412773395
required_4,adaptive_close,2025-08-26,0.2010859804,0.1742015149,0.0268844656,0.0228959554,0.0973774943,0.0931064561,1.0458726329,0.8590200676,0.7661731527
required_4,adaptive_close,2025-08-27,0.1511974705,0.1316586110,0.0195388594,0.0172656835,0.0753694784,0.0945325183,0.7972862645,0.9409271056,0.8092083951
required_4,adaptive_close,2025-08-28,0.1513487090,0.1340845574,0.0172641516,0.0152229845,0.0669196483,0.0948208781,0.7057480340,0.9399505286,0.8079025246
required_4,adaptive_close,2025-08-29,0.1717355782,0.1294974331,0.0422381451,0.0373955211,0.1585628457,0.1044272619,1.5184047048,0.9265411928,0.7756954477
required_4,adaptive_close,2025-09-01,0.1806059675,0.1296462533,0.0509597142,0.0451112143,0.1900096724,0.1043386108,1.8210868538,0.9399478677,0.7799619957
required_4,adaptive_close,2025-09-02,0.1542412972,0.1222602483,0.0319810489,0.0284969988,0.1222973060,0.0978608760,1.2497058173,0.9639442912,0.8098072884
required_4,adaptive_close,2025-09-03,0.1259681390,0.0936958165,0.0322723226,0.0295075853,0.1264825086,0.0978032768,1.2932338542,0.9720919523,0.8236601927
required_4,adaptive_close,2025-09-04,0.1425581369,0.0910738219,0.0514843151,0.0471868301,0.1983386580,0.1003923635,1.9756349090,0.9695109176,0.8159878906
required_4,adaptive_close,2025-09-05,0.1666285064,0.1326362855,0.0339922208,0.0300115944,0.1298071639,0.0931721818,1.3931965687,1.0504452836,0.8528532555
required_4,adaptive_close,2025-09-08,0.1786400222,0.1385615468,0.0400784754,0.0352009740,0.1512578164,0.0936313672,1.6154609387,1.0607807211,0.8565194222
required_4,adaptive_close,2025-09-09,0.1832938402,0.1336609325,0.0496329077,0.0437810868,0.1857792493,0.0921336638,2.0164100910,1.0557936035,0.8599112624
required_4,adaptive_close,2025-09-10,0.2065814945,0.1433108075,0.0632706870,0.0553398836,0.2322307369,0.0931280409,2.4936714512,1.0533691977,0.8557720230
required_4,adaptive_close,2025-09-11,0.2294676967,0.1737876021,0.0556800946,0.0474362606,0.2009149044,0.0926529119,2.1684683219,1.0717347946,0.8554134353
required_4,adaptive_close,2025-09-12,0.2315848171,0.1805211978,0.0510636194,0.0432551482,0.1841952487,0.0924802397,1.9917254689,1.0798655249,0.8560040468
required_4,adaptive_close,2025-09-15,0.2286099810,0.1598654525,0.0687445285,0.0592693992,0.2485973763,0.0944730753,2.6314098005,1.0869779560,0.8486098359
required_4,adaptive_close,2025-09-16,0.1998416266,0.1505915169,0.0492501097,0.0428041655,0.1824310862,0.0984332297,1.8533485761,1.0626526571,0.8267419620
required_4,adaptive_close,2025-09-17,0.2133103298,0.1463686679,0.0669416620,0.0583945321,0.2453132527,0.1034270045,2.3718491495,1.0559126648,0.8114113588
required_4,adaptive_close,2025-09-18,0.1815852890,0.1287308695,0.0528544195,0.0468264145,0.1996670605,0.1042318683,1.9156047357,1.0834630222,0.8273854331
required_4,adaptive_close,2025-09-19,0.1711671189,0.1183819481,0.0527851708,0.0471978030,0.2011953031,0.1042054479,1.9307560905,1.0867588345,0.8286556900
required_4,adaptive_close,2025-09-22,0.1357711349,0.1037424313,0.0320287036,0.0290182770,0.1291998015,0.1138229513,1.1350944607,1.1241537312,0.8146107231
required_4,adaptive_close,2025-09-23,0.1149382145,0.0872847143,0.0276535002,0.0254335409,0.1145719483,0.1138810479,1.0060668595,1.1253758353,0.8181160164
required_4,adaptive_close,2025-09-24,0.1287193436,0.1022708656,0.0264484780,0.0239945360,0.1089270210,0.1136208389,0.9586887589,1.1354889363,0.8252937694
required_4,adaptive_close,2025-09-25,0.1190865382,0.0904389180,0.0286476202,0.0262716413,0.1184984258,0.1129802140,1.0488422844,1.1490488252,0.8322953095
required_4,adaptive_close,2025-09-26,0.1251384504,0.0969413031,0.0281971473,0.0257052472,0.1163367790,0.1128662487,1.0307490538,1.1597390169,0.8332347568
required_4,adaptive_close,2025-09-29,0.1392649132,0.0920525915,0.0472123217,0.0432326447,0.1882247732,0.1136915282,1.6555743087,1.1867868568,0.8372998535
required_4,adaptive_close,2025-09-30,0.1303043778,0.0810647179,0.0492396598,0.0455473748,0.1977548416,0.1131663762,1.7474699493,1.2042284855,0.8417284220
required_4,adaptive_close,2025-10-09,0.1243681563,0.0825535628,0.0418145936,0.0386258888,0.1699320512,0.1147363229,1.4810658643,1.2016835396,0.8373820795
required_4,adaptive_close,2025-10-10,0.1344896405,0.0822134024,0.0522762381,0.0483049258,0.2092311215,0.1162249927,1.8002248623,1.2064352316,0.8352633306
required_4,adaptive_close,2025-10-13,0.1260636538,0.0740825182,0.0519811355,0.0483958492,0.2094468877,0.1162322946,1.8019681050,1.1969850271,0.8346642470
required_4,adaptive_close,2025-10-14,0.1104274342,0.0611262491,0.0493011851,0.0464611870,0.2012682651,0.1157715377,1.7384952213,1.1798251828,0.8318491656
required_4,adaptive_close,2025-10-15,0.1616849004,0.0871622570,0.0745226434,0.0685478574,0.2889649409,0.1147253330,2.5187544305,1.1719649810,0.8314584477
required_4,adaptive_close,2025-10-16,0.1401399054,0.0732548684,0.0668850370,0.0623198077,0.2643540719,0.1146925111,2.3048939238,1.1724066532,0.8336873823
required_4,adaptive_close,2025-10-17,0.1199764914,0.0509220959,0.0690543955,0.0657083867,0.2774638415,0.1148612290,2.4156440241,1.1530950424,0.8351286323
required_4,adaptive_close,2025-10-20,0.1355553307,0.0648635185,0.0706918122,0.0663857959,0.2801268922,0.1148244561,2.4396100075,1.1448614706,0.8373350063
required_4,adaptive_close,2025-10-21,0.1197424110,0.0671848602,0.0525575507,0.0492487784,0.2107550630,0.1133250766,1.8597389848,1.0965740416,0.8287837887
required_4,adaptive_close,2025-10-22,0.1175169741,0.0681501278,0.0493668463,0.0462171421,0.1985465198,0.1132304017,1.7534735971,1.0954068125,0.8287768312
required_4,adaptive_close,2025-10-23,0.1355863220,0.0804138718,0.0551724503,0.0510660328,0.2179273883,0.1130219633,1.9281861855,1.0919644042,0.8271911018
required_4,adaptive_close,2025-10-24,0.1353716047,0.0664639513,0.0689076534,0.0646132046,0.2719602451,0.1140834075,2.3838720380,1.0963571451,0.8237160360
required_4,adaptive_close,2025-10-27,0.1389507460,0.0666751552,0.0722755908,0.0677578271,0.2843807459,0.1140454135,2.4935745956,1.0967492500,0.8239253175
required_4,adaptive_close,2025-10-28,0.1388635774,0.0645648668,0.0742987106,0.0697925631,0.2923946655,0.1139646321,2.5656614703,1.0976732704,0.8242644553
required_4,adaptive_close,2025-10-29,0.1311181848,0.0651729872,0.0659451976,0.0619103173,0.2615242976,0.1157437641,2.2595109094,1.1001016442,0.8207066972
required_4,adaptive_close,2025-10-30,0.1527327574,0.0548137022,0.0979190552,0.0928306629,0.3819772538,0.1242838212,3.0734270181,1.0390935593,0.7863884377
required_4,adaptive_close,2025-10-31,0.1875434150,0.0810695893,0.1064738257,0.0984893357,0.4040567950,0.1246226956,3.2422408537,1.0460183730,0.7837218224
required_4,adaptive_close,2025-11-03,0.1666638531,0.0832962244,0.0833676287,0.0769573703,0.3207048818,0.1299044270,2.4687756160,1.0165288567,0.7623556069
required_4,adaptive_close,2025-11-04,0.1505687616,0.0712479428,0.0793208188,0.0740452473,0.3089653463,0.1294968274,2.3858912413,1.0062008790,0.7587321487
required_4,adaptive_close,2025-11-05,0.1423184304,0.0698261294,0.0724923010,0.0677608249,0.2840126365,0.1293798911,2.1951837647,0.9958090182,0.7549151119
required_4,adaptive_close,2025-11-06,0.1352865005,0.0698074094,0.0654790911,0.0612064289,0.2580567242,0.1294628603,1.9932876788,0.9936438781,0.7540022670
required_4,adaptive_close,2025-11-07,0.1270887909,0.0725822954,0.0545064955,0.0508180079,0.2167915470,0.1305874265,1.6601257321,0.9930020582,0.7508761201
required_4,adaptive_close,2025-11-10,0.1182342279,0.0759378597,0.0422963682,0.0393111626,0.1701621079,0.1291818047,1.3172296855,0.9873790122,0.7533171715
required_4,adaptive_close,2025-11-11,0.1159851477,0.0707789654,0.0452061823,0.0422180335,0.1820264632,0.1288639980,1.4125470732,0.9948591860,0.7540555266
required_4,adaptive_close,2025-11-12,0.1132794131,0.0722736475,0.0410057656,0.0382418851,0.1660151459,0.1291999285,1.2849476615,0.9960527105,0.7533679489
required_4,adaptive_close,2025-11-13,0.1258380303,0.0820043890,0.0438336413,0.0405115189,0.1750738916,0.1288898267,1.3583220344,0.9907976177,0.7554502730
required_4,adaptive_close,2025-11-14,0.1573924105,0.1015777231,0.0558146874,0.0506679522,0.2152118245,0.1280434137,1.6807723123,0.9561615017,0.7320037293
required_4,adaptive_close,2025-11-17,0.1657112676,0.0891021991,0.0766090685,0.0703414873,0.2936268976,0.1272294111,2.3078539402,0.9778714715,0.7374231940
required_4,adaptive_close,2025-11-18,0.1464543548,0.0678139091,0.0786404457,0.0736462085,0.3066418345,0.1269995236,2.4145116922,0.9862792387,0.7429382165
required_4,adaptive_close,2025-11-19,0.1247619465,0.0478030421,0.0769589044,0.0734478727,0.3060157338,0.1270148422,2.4092911381,0.9984968493,0.7517207256
required_4,adaptive_close,2025-11-20,0.1085383670,0.0313212645,0.0772171025,0.0748720163,0.3115228204,0.1270083776,2.4527737965,0.9990139945,0.7517258450
required_4,adaptive_close,2025-11-21,0.0662847654,-0.0093265254,0.0756112908,0.0763231203,0.3159331279,0.1272114763,2.4835269351,0.9610371032,0.7829809549
required_4,adaptive_close,2025-11-24,0.0881920214,-0.0002858677,0.0884778891,0.0885031893,0.3636259649,0.1273839703,2.8545661137,0.9725530230,0.7884597663
required_4,adaptive_close,2025-11-25,0.0932055623,0.0043080277,0.0888975346,0.0885162043,0.3636166834,0.1273843072,2.8544857007,0.9697180584,0.7893824999
required_4,adaptive_close,2025-11-26,0.0696881773,-0.0098168245,0.0795050018,0.0802932263,0.3319874405,0.1284448212,2.5846697238,0.9770621882,0.7882130896
required_4,adaptive_close,2025-11-27,0.1143724352,0.0188087910,0.0955636441,0.0937993910,0.3832024190,0.1269860224,3.0176740074,0.9348499801,0.7634467195
required_4,adaptive_close,2025-11-28,0.1386977958,0.0273170536,0.1113807422,0.1084190531,0.4395516968,0.1275151959,3.4470534572,0.9496629418,0.7691029776
required_4,adaptive_close,2025-12-01,0.1194597604,0.0334771891,0.0859825712,0.0831973575,0.3419485982,0.1207536545,2.8317867458,0.9517505654,0.7870213057
required_4,adaptive_close,2025-12-02,0.0895728355,0.0178871514,0.0716856841,0.0704259642,0.2922184944,0.1220171296,2.3948973012,0.9549853188,0.7832990097
required_4,adaptive_close,2025-12-03,0.1041490074,0.0248577328,0.0792912746,0.0773680796,0.3194470579,0.1229433910,2.5983263939,0.9495903358,0.7764628487
required_4,adaptive_close,2025-12-04,0.1136629485,0.0321353105,0.0815276380,0.0789892926,0.3256792043,0.1228985225,2.6499847001,0.9423956347,0.7684067229
required_4,adaptive_close,2025-12-05,0.1086665504,0.0419309984,0.0667355520,0.0640498767,0.2667326063,0.1206751472,2.2103358682,0.9405388848,0.7757188910
required_4,adaptive_close,2025-12-08,0.0822744259,0.0269376510,0.0553367749,0.0538852333,0.2261828293,0.1217929193,1.8571098441,0.9261725873,0.7592296515
required_4,adaptive_close,2025-12-09,0.0520679158,0.0055945444,0.0464733714,0.0462148205,0.1952419098,0.1216487243,1.6049647125,0.9182159190,0.7534002931
required_4,adaptive_close,2025-12-10,0.0463847832,0.0085105412,0.0378742419,0.0375546317,0.1605236485,0.1228108218,1.3070806476,0.9211808170,0.7505687618
required_4,adaptive_close,2025-12-11,0.0329276242,-0.0121925785,0.0451202027,0.0456771246,0.1923960070,0.1257844112,1.5295695642,0.8739900372,0.7360101606
required_4,adaptive_close,2025-12-12,0.0138650271,-0.0252224651,0.0390874923,0.0400988850,0.1701642781,0.1266529376,1.3435478187,0.8789625281,0.7316251086
required_4,adaptive_close,2025-12-15,0.0204417484,-0.0244327142,0.0448744626,0.0459983266,0.1939711498,0.1270013895,1.5273151782,0.8788508457,0.7306150437
required_4,adaptive_close,2025-12-16,-0.0057062739,-0.0406135045,0.0349072306,0.0363849510,0.1548514300,0.1251012047,1.2378092627,0.8834249979,0.7467845294
required_4,adaptive_close,2025-12-17,0.0016991177,-0.0451634356,0.0468625533,0.0490791356,0.2061098378,0.1220162433,1.6891999972,0.9034717144,0.7592633227
required_4,adaptive_close,2025-12-18,-0.0015731096,-0.0410458508,0.0394727412,0.0411622821,0.1740393837,0.1188630803,1.4642005171,0.9082457029,0.7699445244
required_4,adaptive_close,2025-12-19,0.0349714116,-0.0089850296,0.0439564412,0.0443549719,0.1861537461,0.1182787456,1.5738562759,0.8767935093,0.7629746449
required_4,adaptive_close,2025-12-22,0.0407181901,-0.0036387683,0.0443569584,0.0445189525,0.1867961500,0.1182706928,1.5793950773,0.8753292152,0.7624422685
required_4,adaptive_close,2025-12-23,0.0584219400,-0.0062016012,0.0646235411,0.0650268115,0.2671519985,0.1084904105,2.4624480380,0.8655070641,0.7880156540
required_4,adaptive_close,2025-12-24,0.0797051222,0.0115643919,0.0681407303,0.0673617328,0.2762906584,0.1083453123,2.5500933307,0.8592865275,0.7860204669
required_4,adaptive_close,2025-12-25,0.0678401668,0.0045793479,0.0632608189,0.0629724462,0.2586880443,0.1080523914,2.3940982780,0.8469101932,0.7800596239
required_4,adaptive_close,2025-12-26,0.0964803538,0.0082183538,0.0882620001,0.0875425445,0.3548309402,0.1119298569,3.1701187686,0.8291166132,0.7626827441
required_4,adaptive_close,2025-12-29,0.0818495253,0.0102017964,0.0716477289,0.0709241750,0.2903779675,0.1136097807,2.5559240199,0.8338813083,0.7587028000
required_4,adaptive_close,2025-12-30,0.0583755335,-0.0002659451,0.0586414786,0.0586570782,0.2415036456,0.1120381935,2.1555474803,0.8239411651,0.7599056853
required_4,adaptive_close,2025-12-31,0.0673217542,-0.0001557041,0.0674774583,0.0674879664,0.2763759453,0.1116824799,2.4746580255,0.8232730809,0.7608030957
required_4,adaptive_close,2026-01-05,0.0895923684,0.0093129822,0.0802793862,0.0795386442,0.3235767658,0.1097415560,2.9485345181,0.8340253028,0.7735711620
required_4,adaptive_close,2026-01-06,0.0931655521,0.0148001681,0.0783653840,0.0772224783,0.3146171566,0.1091254754,2.8830770767,0.8406769636,0.7790516646
required_4,adaptive_close,2026-01-07,0.0873342291,0.0203667288,0.0669675003,0.0656308153,0.2694116775,0.1098879160,2.4516952119,0.8471130394,0.7768952661
required_4,adaptive_close,2026-01-08,0.0987644241,0.0374508629,0.0613135611,0.0591002073,0.2436902286,0.1093659991,2.2282083145,0.8532145963,0.7811580324
required_4,adaptive_close,2026-01-09,0.0787044255,0.0345863742,0.0441180513,0.0426431784,0.1769930375,0.1085655323,1.6302875659,0.8205451034,0.7733751301
required_4,adaptive_close,2026-01-12,0.0925828035,0.0571225147,0.0354602888,0.0335441619,0.1397482443,0.1108933834,1.2602036298,0.7949498016,0.7622298577
required_4,adaptive_close,2026-01-13,0.1166459513,0.0694702465,0.0471757048,0.0441112831,0.1828705284,0.1142366599,1.6008042301,0.7818478842,0.7397489422
required_4,adaptive_close,2026-01-14,0.1218771400,0.0580774697,0.0637996703,0.0602977307,0.2482103791,0.1181185766,2.1013661542,0.7841152013,0.7222420269
required_4,adaptive_close,2026-01-15,0.1047672049,0.0388399956,0.0659272093,0.0634623326,0.2610472024,0.1176376852,2.2190780274,0.7925457852,0.7162806665
required_4,adaptive_close,2026-01-16,0.0922104120,0.0300401965,0.0621702155,0.0603570770,0.2488293889,0.1178744210,2.1109701907,0.7975252559,0.7177236259
required_4,adaptive_close,2026-01-19,0.1009193295,0.0402459842,0.0606733453,0.0583259596,0.2407289552,0.1178743146,2.0422511554,0.8012562879,0.7255362734
required_4,adaptive_close,2026-01-20,0.0854247316,0.0443554942,0.0410692375,0.0393249595,0.1646023298,0.1180508163,1.3943345322,0.8031765399,0.7253993673
required_4,adaptive_close,2026-01-21,0.0858532213,0.0500479939,0.0358052274,0.0340986580,0.1433296234,0.1182163733,1.2124346177,0.8001235375,0.7254014286
required_4,adaptive_close,2026-01-22,0.0959239492,0.0592908845,0.0366330646,0.0345826299,0.1453527890,0.1182274500,1.2294335111,0.8046757207,0.7296211472
required_4,adaptive_close,2026-01-23,0.1099773687,0.0720889849,0.0378883838,0.0353407081,0.1479755806,0.1180162153,1.2538580424,0.7880940592,0.7285655458
required_4,adaptive_close,2026-01-26,0.0841656250,0.0822454461,0.0019201789,0.0017742545,0.0098222158,0.1090782525,0.0900474250,0.8473384687,0.7679904263
required_4,adaptive_close,2026-01-27,0.0573812495,0.0638646469,-0.0064833974,-0.0060941939,-0.0235778374,0.1084168848,-0.2174738502,0.8386403848,0.7668241153
required_4,adaptive_close,2026-01-28,0.0516561771,0.0464172037,0.0052389734,0.0050065819,0.0233682254,0.1035401773,0.2256923452,0.8726439535,0.7903915616
required_4,adaptive_close,2026-01-29,0.0483519115,0.0429487644,0.0054031471,0.0051806448,0.0240350124,0.1035681071,0.2320696311,0.8706179996,0.7907124493
required_4,adaptive_close,2026-01-30,0.0451417905,0.0359622468,0.0091795437,0.0088608863,0.0394707726,0.1036459901,0.3808229587,0.8719668781,0.7886689116
required_4,adaptive_close,2026-02-02,0.0275004690,0.0127829376,0.0147175314,0.0145317727,0.0627918719,0.1036808013,0.6056268005,0.8716598866,0.7993528336
required_4,adaptive_close,2026-02-03,0.0414702757,0.0294489364,0.0120213393,0.0116774508,0.0503323892,0.1047945530,0.4802958530,0.8484140438,0.7989386260
required_4,adaptive_close,2026-02-04,0.0410080125,0.0293935664,0.0116144461,0.0112828043,0.0486850636,0.1048157464,0.4644823439,0.8480142370,0.7987669670
required_4,adaptive_close,2026-02-05,0.0424234040,0.0166556814,0.0257677226,0.0253455747,0.1067650273,0.1077711285,0.9906644645,0.8375096133,0.7873565817
required_4,adaptive_close,2026-02-06,0.0571336759,0.0238218645,0.0333118114,0.0325367259,0.1361780435,0.1075327000,1.2663872804,0.8402670065,0.7896338726
required_4,adaptive_close,2026-02-09,0.0562138180,0.0289084090,0.0273054090,0.0265382309,0.1113934483,0.1089370129,1.0225491349,0.8260866781,0.7855528042
required_4,adaptive_close,2026-02-10,0.0588201916,0.0350443794,0.0237758121,0.0229708142,0.0967668156,0.1088366739,0.8891011839,0.8266591179,0.7861781077
required_4,adaptive_close,2026-02-11,0.0417301755,0.0311769247,0.0105532508,0.0102341805,0.0440157766,0.1076060335,0.4090456188,0.8289383910,0.7906794909
required_4,adaptive_close,2026-02-12,0.0352931000,0.0332964790,0.0019966210,0.0019322828,0.0097650626,0.1087816112,0.0897675854,0.8395090184,0.7887492623
required_4,adaptive_close,2026-02-13,0.0485482051,0.0373254339,0.0112227712,0.0108189492,0.0466032559,0.1095910151,0.4252470497,0.8229006794,0.7800666128
required_4,adaptive_close,2026-02-24,0.0835724301,0.0621047454,0.0214676847,0.0202123988,0.0865263693,0.1118726294,0.7734364500,0.8580029756,0.7871613092
required_4,adaptive_close,2026-02-25,0.1522613196,0.1165388722,0.0357224474,0.0319939129,0.1375119077,0.1178102339,1.1672322781,0.9066798553,0.7359324844
required_4,adaptive_close,2026-02-26,0.1252194933,0.1058605936,0.0193588997,0.0175057324,0.0777621285,0.1178419063,0.6598851881,0.8931688021,0.7285866380
required_4,adaptive_close,2026-02-27,0.1237715509,0.1012841710,0.0224873799,0.0204192347,0.0898848506,0.1176330515,0.7641122070,0.8981645803,0.7285897982
required_4,adaptive_close,2026-03-02,0.1166644036,0.0896462299,0.0270181736,0.0247953628,0.1077792295,0.1168780878,0.9221508626,0.9033204252,0.7422870907
required_4,adaptive_close,2026-03-03,0.0896826311,0.0613197777,0.0283628534,0.0267241353,0.1151013696,0.1171560603,0.9824619338,0.8889996845,0.7566929747
required_4,adaptive_close,2026-03-04,0.0812411485,0.0424525044,0.0387886441,0.0372090276,0.1573473355,0.1221837325,1.2877928367,0.8421019526,0.7273186857
required_4,adaptive_close,2026-03-05,0.0930449993,0.0471157537,0.0459292456,0.0438626250,0.1844778205,0.1223955782,1.5072261866,0.8526805897,0.7320798022
required_4,adaptive_close,2026-03-06,0.1438161832,0.0734012861,0.0704148972,0.0655997883,0.2721709225,0.1237282685,2.1997472837,0.8920507054,0.7505108198
required_4,adaptive_close,2026-03-09,0.1291982326,0.0726335502,0.0565646825,0.0527343961,0.2212748635,0.1230932538,1.7976197445,0.9052183283,0.7565362084
required_4,adaptive_close,2026-03-10,0.1580012026,0.0984294520,0.0595717505,0.0542335700,0.2274496006,0.1231440767,1.8470202276,0.9077733463,0.7550514731
required_4,adaptive_close,2026-03-11,0.1500647760,0.0874164803,0.0626482957,0.0576120529,0.2409396142,0.1230718250,1.9577154568,0.9096624761,0.7540746797
required_4,adaptive_close,2026-03-12,0.1528727281,0.0770990692,0.0757736588,0.0703497580,0.2911906360,0.1221511168,2.3838556997,0.9102413619,0.7576904031
required_4,adaptive_close,2026-03-13,0.1622986533,0.0801760657,0.0821225877,0.0760270388,0.3132901888,0.1219931646,2.5680962522,0.9023643655,0.7544924997
