factor_set,strategy,date,strategy_total_return,benchmark_total_return,cumulative_return_spread,geometric_excess_return,annualized_mean_daily_excess,annualized_tracking_error,information_ratio,beta,correlation
extended_10,adaptive_open,2025-12-31,0.0403678826,0.0010714275,0.0392964551,0.0392543968,0.1575553174,0.0827826831,1.9032400429,0.7112394528,0.8626127540
extended_10,adaptive_open,2026-01-05,0.0407584739,0.0022963538,0.0384621201,0.0383739998,0.1539912234,0.0827886473,1.8600524150,0.7111805001,0.8626837228
extended_10,adaptive_open,2026-01-06,0.0566955546,0.0156765185,0.0410190362,0.0403859255,0.1623323251,0.0830162552,1.9554281825,0.7211045073,0.8636537874
extended_10,adaptive_open,2026-01-07,0.0960621171,0.0499451513,0.0461169659,0.0439232143,0.1788448586,0.0859542281,2.0806987925,0.7724647941,0.8404032425
extended_10,adaptive_open,2026-01-08,0.0587925676,0.0154671937,0.0433253739,0.0426654590,0.1744086746,0.0862391227,2.0223846099,0.7706065193,0.8162404138
extended_10,adaptive_open,2026-01-09,0.0604122366,0.0395030934,0.0209091432,0.0201145561,0.0825058714,0.0801617292,1.0292426601,0.7943355851,0.8423940716
extended_10,adaptive_open,2026-01-12,0.0574941494,0.0406107717,0.0168833776,0.0162244886,0.0663187900,0.0811400809,0.8173369967,0.7856525756,0.8386152816
extended_10,adaptive_open,2026-01-13,0.0781014977,0.0617816691,0.0163198286,0.0153702301,0.0631045460,0.0809886790,0.7791773710,0.8025691107,0.8426035753
extended_10,adaptive_open,2026-01-14,0.0867520557,0.0623181717,0.0244338840,0.0230005329,0.0946740123,0.0851558335,1.1117736552,0.7901043712,0.8260890767
extended_10,adaptive_open,2026-01-15,0.0802333602,0.0527380097,0.0274953505,0.0261179422,0.1076605160,0.0842023630,1.2785925740,0.8006524595,0.8288404458
extended_10,adaptive_open,2026-01-16,0.0747844918,0.0439187491,0.0308657427,0.0295671887,0.1219840856,0.0834084873,1.4624900839,0.8087055574,0.8281570811
extended_10,adaptive_open,2026-01-19,0.0613190631,0.0291891628,0.0321299003,0.0312186540,0.1286902315,0.0833779682,1.5434560735,0.8124023363,0.8316768451
extended_10,adaptive_open,2026-01-20,0.0674140571,0.0431057266,0.0243083305,0.0233038031,0.0959440222,0.0835723537,1.1480354192,0.8053413309,0.8385956216
extended_10,adaptive_open,2026-01-21,0.0706641354,0.0406755720,0.0299885634,0.0288164383,0.1185142770,0.0836226791,1.4172504193,0.8045437096,0.8384258915
extended_10,adaptive_open,2026-01-22,0.0807640263,0.0551803518,0.0255836745,0.0242457836,0.0996665993,0.0840750025,1.1854486631,0.8000833216,0.8391608626
extended_10,adaptive_open,2026-01-23,0.0877394508,0.0641138808,0.0236255700,0.0222021068,0.0912748078,0.0839306458,1.0875027467,0.8036215485,0.8423845140
extended_10,adaptive_open,2026-01-26,0.0965922620,0.0776163288,0.0189759332,0.0176091738,0.0721131046,0.0850288445,0.8481016648,0.7930386042,0.8400177682
extended_10,adaptive_open,2026-01-27,0.1073362011,0.0782536073,0.0290825938,0.0269719420,0.1106435635,0.0895662575,1.2353264125,0.7757762539,0.8218761125
extended_10,adaptive_open,2026-01-28,0.0815875167,0.0598332227,0.0217542940,0.0205261484,0.0845841830,0.0910907359,0.9285706410,0.7862251857,0.8158219365
extended_10,adaptive_open,2026-01-29,0.0668643003,0.0463037815,0.0205605187,0.0196506207,0.0811080131,0.0911896117,0.8894435632,0.7934564472,0.8174438498
extended_10,adaptive_open,2026-01-30,0.0657354923,0.0462842068,0.0194512855,0.0185908240,0.0767661628,0.0910723119,0.8429143961,0.7952510092,0.8181415990
extended_10,adaptive_open,2026-02-02,0.0711929250,0.0309791201,0.0402138049,0.0390054503,0.1608813339,0.0895485517,1.7965821987,0.8235689086,0.8206770737
extended_10,adaptive_open,2026-02-03,0.0631907174,0.0246955128,0.0384952046,0.0375674570,0.1549547248,0.0893214913,1.7347977794,0.8218689959,0.8222265616
extended_10,adaptive_open,2026-02-04,0.0568939146,0.0278971358,0.0289967788,0.0282098060,0.1167298360,0.0920543844,1.2680529755,0.8061716406,0.8117639748
extended_10,adaptive_open,2026-02-05,0.0486743534,0.0248160282,0.0238583252,0.0232805934,0.0962687859,0.0909218880,1.0588075988,0.7981478295,0.8133514520
extended_10,adaptive_open,2026-02-06,0.0638592012,0.0132001686,0.0506590326,0.0499990369,0.2053208027,0.1045207258,1.9644027648,0.7721913561,0.7612698551
extended_10,adaptive_open,2026-02-09,0.0908522865,0.0364418916,0.0544103949,0.0524972942,0.2152090261,0.1042649778,2.0640586189,0.7829705020,0.7786586564
extended_10,adaptive_open,2026-02-10,0.0869863394,0.0372551374,0.0497312020,0.0479450043,0.1969109537,0.1048937082,1.8772427535,0.7778113181,0.7757414267
extended_10,adaptive_open,2026-02-11,0.0802090902,0.0348467694,0.0453623208,0.0438348190,0.1803170460,0.1045741495,1.7242984697,0.7766717710,0.7764901667
extended_10,adaptive_open,2026-02-12,0.0897211279,0.0331633885,0.0565577394,0.0547422992,0.2238205788,0.1027317589,2.1786892510,0.7758519545,0.7825662782
extended_10,adaptive_open,2026-02-13,0.0654121241,0.0337831726,0.0316289515,0.0305953437,0.1277979217,0.1070488209,1.1938283920,0.8131233826,0.7769126852
extended_10,adaptive_open,2026-02-24,0.0768507413,0.0455566900,0.0312940513,0.0299305161,0.1251907961,0.1070110563,1.1698865560,0.8128682665,0.7735203979
extended_10,adaptive_open,2026-02-25,0.1240402437,0.0779417950,0.0460984486,0.0427652484,0.1795128749,0.1139426835,1.5754664485,0.8634706869,0.7543162503
extended_10,adaptive_open,2026-02-26,0.1545206021,0.1146397218,0.0398808804,0.0357791667,0.1517124147,0.1136432706,1.3349881068,0.8672476213,0.7349418585
extended_10,adaptive_open,2026-02-27,0.1409813572,0.1011617023,0.0398196549,0.0361614964,0.1534861247,0.1135640155,1.3515383730,0.8791936272,0.7367843544
extended_10,adaptive_open,2026-03-02,0.1350508304,0.0938035115,0.0412473189,0.0377099895,0.1598101281,0.1134346298,1.4088301637,0.8825618756,0.7377915016
extended_10,adaptive_open,2026-03-03,0.1278993449,0.0940971077,0.0338022372,0.0308950978,0.1323859669,0.1146654976,1.1545405518,0.8912261254,0.7367504730
extended_10,adaptive_open,2026-03-04,0.0894736557,0.0524082344,0.0370654213,0.0352196230,0.1487381662,0.1155015430,1.2877591269,0.8675493800,0.7720181154
extended_10,adaptive_open,2026-03-05,0.0982382373,0.0547501628,0.0434880745,0.0412306876,0.1734867553,0.1157606199,1.4986681603,0.8835127683,0.7774754755
extended_10,adaptive_open,2026-03-06,0.1007962393,0.0473533614,0.0534428778,0.0510265970,0.2127479193,0.1171925385,1.8153708596,0.8737664275,0.7722619269
extended_10,adaptive_open,2026-03-09,0.1279190777,0.0678410825,0.0600779952,0.0562611761,0.2337824076,0.1170636702,1.9970534600,0.8815825879,0.7811345434
extended_10,adaptive_open,2026-03-10,0.1401822327,0.0791604488,0.0610217840,0.0565456082,0.2349563248,0.1170642823,2.0070709892,0.8804059105,0.7792946985
extended_10,adaptive_open,2026-03-11,0.1542666756,0.1020984100,0.0521682656,0.0473353969,0.1983821939,0.1163692285,1.7047650530,0.8894488807,0.7809035466
extended_10,adaptive_open,2026-03-12,0.1504009817,0.0887527635,0.0616482181,0.0566227891,0.2356978831,0.1158850738,2.0338933682,0.8971727924,0.7814645806
extended_10,adaptive_open,2026-03-13,0.1504710883,0.0781461790,0.0723249093,0.0670826560,0.2769532147,0.1160149421,2.3872202131,0.8911700840,0.7815754111
extended_10,adaptive_open,2026-03-16,0.1681366343,0.0843513460,0.0837852882,0.0772676573,0.3167537894,0.1162662725,2.7243824257,0.8797156321,0.7756994677
extended_10,adaptive_open,2026-03-17,0.1852405328,0.0862575254,0.0989830074,0.0911229658,0.3705002608,0.1155525565,3.2063354705,0.8795485968,0.7776164028
extended_10,adaptive_open,2026-03-18,0.1931353578,0.0862251379,0.1069102199,0.0984236289,0.3980936350,0.1157823834,3.4382919337,0.8591162968,0.7713661010
extended_10,adaptive_open,2026-03-19,0.1904268990,0.0921824693,0.0982444297,0.0899523958,0.3657648519,0.1181753344,3.0951031672,0.8567023883,0.7624195817
extended_10,adaptive_open,2026-03-20,0.1627270167,0.0750334156,0.0876936011,0.0815729072,0.3330801062,0.1172668396,2.8403605604,0.8624135535,0.7724912055
extended_10,adaptive_open,2026-03-23,0.1452250736,0.0491360134,0.0960890602,0.0915887540,0.3696886418,0.1213562370,3.0463093692,0.8128911982,0.7837576680
extended_10,adaptive_open,2026-03-24,0.1102523562,0.0255365004,0.0847158558,0.0826063780,0.3359526689,0.1231300784,2.7284370596,0.8505821658,0.7970496446
extended_10,adaptive_open,2026-03-25,0.1161195199,0.0340686067,0.0820509132,0.0793476494,0.3230983816,0.1233310825,2.6197644194,0.8477728990,0.8001560196
extended_10,adaptive_open,2026-03-26,0.1103466359,0.0326712898,0.0776753461,0.0752178809,0.3067771195,0.1236934691,2.4801399925,0.8404186186,0.7967921564
extended_10,adaptive_open,2026-03-27,0.0858381922,0.0098405352,0.0759976570,0.0752570869,0.3070132989,0.1236893488,2.4821320655,0.8548548253,0.8090224197
extended_10,adaptive_open,2026-03-30,0.1249964926,0.0318053731,0.0931911195,0.0903185058,0.3659638807,0.1239570104,2.9523451686,0.8652874302,0.8135527885
extended_10,adaptive_open,2026-03-31,0.1250911500,0.0343450540,0.0907460961,0.0877329047,0.3558882041,0.1241258428,2.8671563954,0.8628512815,0.8134014490
extended_10,adaptive_open,2026-04-01,0.1241714725,0.0273092909,0.0968621816,0.0942872633,0.3811643489,0.1243971467,3.0640923767,0.8625675707,0.8123671634
extended_10,adaptive_open,2026-04-02,0.1345616837,0.0234457556,0.1111159281,0.1085704128,0.4356535978,0.1259954262,3.4576937508,0.8560875458,0.8076441295
extended_10,adaptive_open,2026-04-03,0.1358787721,0.0157008373,0.1201779347,0.1183202084,0.4721141708,0.1261082034,3.7437229145,0.8491739031,0.8081204009
extended_10,adaptive_open,2026-04-07,0.1100611290,-0.0112241723,0.1212853012,0.1226620816,0.4879947740,0.1260928188,3.8701234438,0.8552866547,0.8204395099
extended_10,adaptive_open,2026-04-08,0.1316785970,0.0178627058,0.1138158912,0.1118185100,0.4461508615,0.1283595962,3.4757889139,0.8347276127,0.8248968349
extended_10,adaptive_open,2026-04-09,0.1313526183,0.0179018199,0.1134507984,0.1114555414,0.4447609009,0.1283385396,3.4655287659,0.8344444041,0.8249021124
extended_10,adaptive_open,2026-04-10,0.0922646490,0.0068063636,0.0854582854,0.0848805574,0.3420599385,0.1253440966,2.7289672800,0.8237045879,0.8289814415
extended_10,adaptive_open,2026-04-13,0.1062011738,0.0135125112,0.0926886626,0.0914529043,0.3672742097,0.1245910715,2.9478373141,0.8202771397,0.8298719230
extended_10,adaptive_open,2026-04-14,0.0983898553,0.0078021636,0.0905876916,0.0898863834,0.3613515780,0.1249372820,2.8922638010,0.8209348105,0.8276934249
extended_10,adaptive_open,2026-04-15,0.0951435324,-0.0014988125,0.0966423449,0.0967874110,0.3881099145,0.1239035368,3.1323554151,0.8273357740,0.8292031549
extended_10,adaptive_open,2026-04-16,0.0741950188,-0.0223883802,0.0965833990,0.0987952649,0.3954386113,0.1240806580,3.1869480513,0.8204266596,0.8265973793
extended_10,adaptive_open,2026-04-17,0.0772340408,-0.0028943289,0.0801283696,0.0803609607,0.3242937583,0.1211561479,2.6766595341,0.8274611463,0.8357825461
extended_10,adaptive_open,2026-04-20,0.0750807460,-0.0048455877,0.0799263337,0.0803155096,0.3241523170,0.1211626412,2.6753487203,0.8285158686,0.8359657601
extended_10,adaptive_open,2026-04-21,0.0745943542,-0.0025251607,0.0771195149,0.0773147471,0.3123953528,0.1216618427,2.5677348448,0.8260827220,0.8348684283
extended_10,adaptive_open,2026-04-22,0.0771084346,0.0057211257,0.0713873089,0.0709812164,0.2877534664,0.1223195619,2.3524729983,0.8252728352,0.8319524407
extended_10,adaptive_open,2026-04-23,0.0639849805,-0.0103996125,0.0743845930,0.0751662934,0.3044065609,0.1218851146,2.4974875875,0.8285066981,0.8288035555
extended_10,adaptive_open,2026-04-24,0.0466832780,-0.0230363530,0.0697196310,0.0713635878,0.2895351530,0.1218420665,2.3763151877,0.8337842853,0.8324080948
extended_10,adaptive_open,2026-04-27,0.0384075807,-0.0314057130,0.0698132937,0.0720769208,0.2924656102,0.1217296133,2.4025839104,0.8360508662,0.8312600108
extended_10,adaptive_open,2026-04-28,0.0274065530,-0.0363847343,0.0637912873,0.0661999551,0.2692856620,0.1223233130,2.2014255115,0.8316951905,0.8279398624
extended_10,adaptive_open,2026-04-29,0.0218380412,-0.0513318452,0.0731698863,0.0771290635,0.3123096455,0.1213356743,2.5739309346,0.8381448389,0.8294715463
extended_10,adaptive_open,2026-04-30,0.0227478127,-0.0272231397,0.0499709524,0.0513693885,0.2103156145,0.1197182702,1.7567545379,0.8364710564,0.8356644421
extended_10,adaptive_open,2026-05-06,0.0299374299,-0.0163610564,0.0462984864,0.0470685780,0.1927985140,0.1213141180,1.5892504280,0.8246935442,0.8302380846
extended_10,adaptive_open,2026-05-07,0.0408715140,-0.0046473781,0.0455188921,0.0457314233,0.1872894374,0.1215007427,1.5414674282,0.8198371573,0.8288019499
extended_10,adaptive_open,2026-05-08,0.0419552544,0.0088282345,0.0331270199,0.0328371261,0.1352667250,0.1234942441,1.0953281749,0.8152977099,0.8224998357
extended_10,adaptive_open,2026-05-11,0.0422281218,0.0211882711,0.0210398507,0.0206033023,0.0848117399,0.1224790680,0.6924590567,0.8124555422,0.8272293003
extended_10,adaptive_open,2026-05-12,0.0399920682,0.0300499801,0.0099420881,0.0096520444,0.0395881340,0.1233546491,0.3209294041,0.8119576731,0.8245744142
extended_10,adaptive_open,2026-05-13,0.0279294655,0.0057704601,0.0221590054,0.0220318714,0.0908799625,0.1214197514,0.7484775863,0.8216114565,0.8322322546
extended_10,adaptive_open,2026-05-14,0.0237140707,0.0098934751,0.0138205956,0.0136852014,0.0562676331,0.1218383130,0.4618221617,0.8175889747,0.8312148605
extended_10,adaptive_open,2026-05-15,-0.0050556955,-0.0001186702,-0.0049370253,-0.0049376112,-0.0227350221,0.1107197562,-0.2053384407,0.8246910778,0.8605036763
extended_10,adaptive_open,2026-05-18,-0.0371186279,-0.0309565048,-0.0061621231,-0.0063589748,-0.0285871417,0.1107862964,-0.2580386077,0.8213477907,0.8554462351
extended_10,adaptive_open,2026-05-19,-0.0439162510,-0.0360305991,-0.0078856519,-0.0081803965,-0.0361597152,0.1111795327,-0.3252371576,0.8222671394,0.8538903645
extended_10,adaptive_open,2026-05-20,-0.0440515971,-0.0311626066,-0.0128889905,-0.0133035643,-0.0579614015,0.1115085602,-0.5197932917,0.8205059208,0.8532807794
extended_10,adaptive_open,2026-05-21,-0.0604158831,-0.0332752499,-0.0271406332,-0.0280748302,-0.1207303238,0.1145879795,-1.0536037410,0.8248072506,0.8467341947
extended_10,adaptive_open,2026-05-22,-0.0619061739,-0.0486177687,-0.0132884052,-0.0139674725,-0.0611526573,0.1103223776,-0.5543087325,0.8235547537,0.8625571899
extended_10,adaptive_open,2026-05-25,-0.0692177381,-0.0351449578,-0.0340727803,-0.0353138853,-0.1535274964,0.1176210238,-1.3052725729,0.7985104773,0.8460277053
extended_10,adaptive_open,2026-05-26,-0.0998212304,-0.0547435832,-0.0450776472,-0.0476882742,-0.2097135936,0.1101112662,-1.9045607306,0.7703158499,0.8621671252
extended_10,adaptive_open,2026-05-27,-0.1186077711,-0.0733338741,-0.0452738970,-0.0488567519,-0.2146838639,0.1101661943,-1.9487272413,0.7724530086,0.8621057657
extended_10,adaptive_open,2026-05-28,-0.1288964754,-0.0895647323,-0.0393317431,-0.0432010320,-0.1899904751,0.1100676191,-1.7261250543,0.7748350704,0.8664588818
extended_10,adaptive_open,2026-05-29,-0.1238436405,-0.0806877881,-0.0431558525,-0.0469436301,-0.2065871598,0.1103888449,-1.8714496008,0.7732553356,0.8668669076
extended_10,adaptive_open,2026-06-01,-0.1129018516,-0.0934904823,-0.0194113692,-0.0214133099,-0.0965598925,0.1162937578,-0.8303101932,0.7490306916,0.8547106544
extended_10,adaptive_open,2026-06-02,-0.0574622724,-0.0368408144,-0.0206214580,-0.0214102283,-0.0943702952,0.1164646142,-0.8102915705,0.7834908047,0.8485978915
extended_10,adaptive_open,2026-06-03,-0.1032599888,-0.0676447064,-0.0356152824,-0.0381992601,-0.1662376367,0.1184943606,-1.4029160196,0.7905326457,0.8436093159
extended_10,adaptive_open,2026-06-04,-0.1214437333,-0.0728325359,-0.0486111973,-0.0524297921,-0.2284539827,0.1168847695,-1.9545231057,0.8014870137,0.8497183792
extended_10,adaptive_open,2026-06-05,-0.1480013779,-0.0948391663,-0.0531622115,-0.0587323375,-0.2565326589,0.1168104733,-2.1961443326,0.7912593147,0.8449289710
extended_10,adaptive_open,2026-06-08,-0.1533269678,-0.1087141020,-0.0446128658,-0.0500544953,-0.2182963705,0.1189950272,-1.8344999422,0.7813475510,0.8395027646
extended_10,adaptive_open,2026-06-09,-0.1657346206,-0.1164110004,-0.0493236202,-0.0558219039,-0.2437331572,0.1197371779,-2.0355679121,0.7777454072,0.8356079677
extended_10,adaptive_open,2026-06-10,-0.1604302014,-0.1201825220,-0.0402476794,-0.0457454875,-0.1989988862,0.1234876690,-1.6114879143,0.7736875951,0.8257243770
extended_10,adaptive_open,2026-06-11,-0.1660489627,-0.1215405859,-0.0445083768,-0.0506664008,-0.2206338515,0.1226753184,-1.7985186775,0.7765184195,0.8283999143
extended_10,adaptive_open,2026-06-12,-0.1693594688,-0.1160610823,-0.0532983864,-0.0602964587,-0.2635037723,0.1217856442,-2.1636685834,0.7762185267,0.8310341812
extended_10,adaptive_open,2026-06-15,-0.1658375829,-0.1102802778,-0.0555573050,-0.0624436029,-0.2730752917,0.1212912124,-2.2514021112,0.7803691223,0.8341319864
extended_10,adaptive_open,2026-06-16,-0.1539699266,-0.0897334492,-0.0642364774,-0.0705688651,-0.3093269025,0.1204992320,-2.5670445970,0.7853161193,0.8340032599
extended_10,adaptive_open,2026-06-17,-0.1545550427,-0.0874613882,-0.0670936545,-0.0735241815,-0.3226701320,0.1217519183,-2.6502262672,0.7823927696,0.8306629299
extended_10,adaptive_open,2026-06-18,-0.1671377855,-0.0862728942,-0.0808648912,-0.0885000464,-0.3897778781,0.1249946919,-3.1183554444,0.7980642675,0.8245332164
extended_10,adaptive_open,2026-06-22,-0.1471690210,-0.0499362549,-0.0972327661,-0.1023434129,-0.4513991366,0.1181963601,-3.8190612328,0.8518392343,0.8254048835
extended_10,adaptive_open,2026-06-23,-0.1212984481,-0.0289930255,-0.0923054226,-0.0950615444,-0.4184299199,0.1172605992,-3.5683761025,0.8286484241,0.8168236614
extended_10,adaptive_open,2026-06-24,-0.1353952578,-0.0417963931,-0.0935988647,-0.0976816034,-0.4305081803,0.1174564191,-3.6652588565,0.8206774651,0.8089565409
extended_10,adaptive_open,2026-06-25,-0.1452928943,-0.0735051157,-0.0717877786,-0.0774831894,-0.3380784448,0.1245551946,-2.7142861913,0.7830181607,0.7834036960
extended_10,adaptive_open,2026-06-26,-0.1252024781,-0.0690400597,-0.0561624183,-0.0603274275,-0.2614160606,0.1303300351,-2.0058005856,0.7425418656,0.7542303145
extended_10,adaptive_open,2026-06-29,-0.1458336032,-0.1043200927,-0.0415135105,-0.0463486009,-0.2012690891,0.1380712500,-1.4577190340,0.6665015167,0.7171531576
extended_10,adaptive_open,2026-06-30,-0.1541469431,-0.1163952715,-0.0377516717,-0.0427246148,-0.1852664747,0.1381726853,-1.3408328442,0.6607700932,0.7105252557
